S--,2.0254370589357625e-07
S-v,2.0254370589357625e-07
S-t,2.0254370589357625e-07
S-s,1.2152622353614575e-06
S-p,2.0254370589357625e-07
S-o,2.0254370589357625e-07
S-k,6.076311176807287e-07
S-f,8.10174823574305e-07
S-e,2.0254370589357625e-07
S-d,4.050874117871525e-07
S-c,6.076311176807287e-07
q-f,2.0254370589357625e-07
S-S,4.050874117871525e-07
S-I,4.050874117871525e-07
27 ,3.6457867060843723e-06
"27,",2.0254370589357625e-07
27-,4.050874117871525e-07
27.,4.050874117871525e-07
270,4.050874117871525e-07
271,2.0254370589357625e-07
276,2.0254370589357625e-07
27:,6.076311176807287e-07
" y,",2.0254370589357625e-07
 y-,2.0254370589357625e-07
 y ,2.0254370589357625e-07
"27
",2.0254370589357625e-07
rld,0.00038159234190349764
rlg,2.0254370589357625e-07
 yi,4.050874117871525e-07
 yl,2.0254370589357625e-07
 ym,4.050874117871525e-07
 yn,1.1544991235933845e-05
 yo,2.6330681766164913e-06
 ya,1.62034964714861e-06
 ye,6.076311176807287e-07
 yx,6.076311176807287e-07
 yp,2.0254370589357625e-07
"
Kh",4.050874117871525e-07
 yr,8.911923059317355e-06
 yt,5.569951912073347e-05
 yv,2.0254370589357625e-07
"a,-",4.050874117871525e-07
"sy""",2.0254370589357625e-07
"a,""",4.455961529658677e-06
"a, ",0.0005853513100324354
RL:,2.0254370589357625e-07
dne,4.658505235552254e-06
"a,
",0.0005251958293820432
dni,0.00020780984224680923
"""T√",8.10174823574305e-07
"a,v",2.0254370589357625e-07
SPC,1.2152622353614575e-06
dn√,4.658505235552254e-06
.tt,2.0254370589357625e-07
"ys""",2.0254370589357625e-07
"a,‚",2.0254370589357625e-07
"%
a",4.050874117871525e-07
"%
t",4.050874117871525e-07
"%
p",2.0254370589357625e-07
"""Tu",2.0254370589357625e-07
CFO,2.0254370589357625e-07
"""Tw",4.050874117871525e-07
"""Tv",6.076311176807287e-07
"""Tr",3.848330411977949e-06
"%
D",2.0254370589357625e-07
"""Ty",4.050874117871525e-07
"""Te",6.076311176807287e-07
"""Ta",4.455961529658677e-06
"SP,",2.0254370589357625e-07
"""To",1.4178059412550336e-06
"""Ti",4.253417823765101e-06
"""Th",7.899204529849473e-06
"""Tj",3.6457867060843723e-06
620,8.10174823574305e-07
Hip,2.0254370589357623e-06
fis,6.90674037097095e-05
fip,4.050874117871525e-07
His,5.468680059126559e-06
Hit,3.6457867060843723e-06
fit,3.6457867060843723e-06
uot,2.0254370589357625e-07
fiz,2.0254370589357625e-07
fix,1.2152622353614574e-05
fib,8.101748235743049e-06
fic,0.0001681112758916683
Hib,2.0254370589357625e-07
fia,8.10174823574305e-07
Hid,8.10174823574305e-07
Hie,2.0254370589357625e-07
fid,1.4178059412550336e-06
fie,4.476215900248035e-05
fik,6.704196665077373e-05
fin,0.0006250498763875763
Him,1.8228933530421861e-06
fil,0.0001057278144764468
uol,2.0254370589357625e-07
zab,6.076311176807287e-07
"fi
",2.6330681766164913e-06
"uo
",6.076311176807287e-07
fi:,2.0254370589357625e-07
fi;,2.0254370589357625e-07
fi?,4.050874117871525e-07
fi ,6.683942294488016e-06
uo ,4.050874117871525e-07
fi),2.0254370589357625e-07
fi.,3.6457867060843723e-06
uo.,2.0254370589357625e-07
"fi,",4.253417823765101e-06
fi-,2.0254370589357625e-07
39 ,2.0254370589357623e-06
39.,4.050874117871525e-07
